address,distributed_amount
0xbf91ca6aeae7f659d0c27073f785ab0c4d042658,5.60
0xbfb8c6bdf297809efe8f3ed0a9034d3f5cb325e6,5.60
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.60
0xc28776ce1711914449e05e122b74fea392d90ef3,5.60
0xc3ee0c19a608251f76ed672e9b0c6c34e779e816,5.60
0xc5c62b53d2219ed6b36446aec951c423d5654bb8,5.60
0xc6156b9baefeadf41fe89d2bdd9382ebd42f1334,5.60
0xc63ed34edeb159d7a44f37cbce9b61f5f96e7c72,5.60
0xc6a8f0f8379f06ca34f2f9a76864278105a6b2f3,5.60
0xc7c8fbd7433fe244bb6de43fe1fc8496ed86bc44,5.60
0xc865dfe60f64f53692f0c8c92352d71e79a37309,5.60
0xcb630c28658d8b4f0509d628d8d947e6f95ea20a,5.60
0xce68b1394ed29ecaa6974536244d1d2aad4a2745,5.60
0xcf56cafba8c968a4dbcc83b83cde4a962386e8d7,5.60
0xcf5c7b8666cacc2c9d5c13900919674ca06ac0df,5.60
0xd07ebe7a82c74c08d782dc5a67ac6e34ce093044,5.60
0xd08b34a1b2a973d0e2eb28a1b1c62ead064c893e,5.60
0xd26be5b187ab8519775d9dcc1b53a90573c93608,5.60
0xd3b9902414b710783a1c263fb335a29424aa2d92,5.60
0xd4301045e89cc714b382f287605e004112fe4575,5.60
0xd46acce96ac709858b06c605ef1bddd0e3e0bc27,5.60
0xd4b56cff476276575102de51c9c6c695d96a1679,5.60
0xd67e097a365aeddc59afbadcaddae9ad57552698,5.60
0xd830ed57a5c38928a6fe6c5d221f19e69c14b238,5.60
0xdb0c85da3ebf21aa57a917723c0876140a90a1d0,5.60
0xdb0dc0347dd7f79b6b911b6ffd0e1e86bae3359a,5.60
0xdb52943ec33bc9e3a2e2fe19d2de0929e5a61900,5.60
0xdc1af94e244a57e6a2a230df9a9028f2fa2043c2,5.60
0xdc495516ddc20877e55e6e05162a990e9057fc66,5.60
0xddcb0d9b9be956a33cf5655b2ec789cad18513d9,5.60
0xde74e36823e2835eecd9f1a298d333a3b08576ae,5.60
0xdf90a56fede1dd8c2f89060dc8d649cae1a026fc,5.60
0xe16cabb4c4416829985913610b9d8723ba549f3d,5.60
0xe319ff8d461f45799e6122cfa5cb19b5d057100a,5.60
0xe31d4ee501c7c2f1e5f214a41681b6f65e95f1a9,5.60
0xe3465bc057c9ce4f30744bb6a280d6a72d596377,5.60
0xe41d2489571d322189246dafa5ebde1f4699f498,5.60
0xe9945b3acbdc2f9dcad8871f01aa9dabbb20d882,5.60
0xea13421d51c158649bc4a64119bb44d59a7bd8c9,5.60
0xec2b36f0fdbce55f0169112e60c6558f89e8fee2,5.60
0xed1aeba3a5e685d50fdec0bcabcf9870d207dca5,5.60
0xed2f7a612fa72acb686e12a3ae20eab0c54321c0,5.60
0xedc8d1681766c4ba8ce2ebb52072be3b4fb6cf6a,5.60
0xedfada8246c5d3e93e8012ffc8a549c32ef75b9c,5.60
0xee4a267e98260acf829ca9dc6c9f3d5d82183bce,5.60
0xeedb240f7cd0a508a3ebf019d3ee94e2c5f025e7,5.60
0xef31cd7ff9d1ab3a95329e178cc1ca844e35ed3d,5.60
0xf017da106c1936bb559b8394e33ed261326b86eb,5.60
0xf0850ba9bb1a694b86c0c11e8d983f789e54e08e,5.60
0xf23fc34d859335457b31346f2465bb0e76de487e,5.60
0xf299674eefea658ead0ca7245ebf5e3315682ded,5.60
0xf2f2fd3aadfae4bc8d15bccb4f650f604bf63b18,5.60
0xf2f6f1ef2e9da1edebab153fdecd7e033da19ed2,5.60
0xf30fc56264d65f241d5b2f0c861bbff7555656b9,5.60
0xf324e25cf827d137bee3ce5feba7590f09c0135e,5.60
0xf36c02909bc64c21039e2e0bef4c55683ae5c20e,5.60
0xf91a41bdfd111763c43c721c93b0d9ec36846fb7,5.60
0xf91d7d49cac9c22976f18a93bb4bec0fc8ea7d17,5.60
0xf927c0bc7b6dcdad57384f38de424a7bb77f06e2,5.60
0xfb337e765b5e470eafe506dbfeb090a1835fcf94,5.60
0xfc4852a7da58478b23f6bac1b389fa71081b12a2,5.60
0xfc9670c5a72af5f270cb5f8596f19e239414837b,5.60
0xfdc2e3c4fe64006db1b9fb9f208d9fb6f84a3b9c,5.60
0xfe3079ef9119b1ce8f20ffe607d6722b5676ceae,5.60
0xfe4b04ade5478f3b649614221cdcc43ee31fa27e,5.60
0xfecf68fc98f1fa381ab94701f316311fc9864292,5.60
0xff69e56b0b22055484a18051465178470345d2ee,5.60
0x03dba2e3586fc33e37b7c28798ed1a295960dc20,5.59
0x3be7061e7beb6d97c937e8a4f4c453a1e08b3a3e,5.59
0x604991f4abc173278f767c66352e45031f11f702,5.59
0xa4bd35e96887170a2d484e894078a5cb1ab93a45,5.59
0xb50ebf7012711dc29d7f381c2762a6dd33ee719b,5.59
0xe7c0d4cf9eef76fc2f27d23b243cff9a69698571,5.59
0xe948abf00551d1ae778a00679b6615eff502cfe9,5.59
0x1c686436d7a114b1041a3f2278aafdcca51198bc,5.58
0x6fba3199c6191230da0fb50c1cd9f911542e234e,5.58
0x78cd2a44e14529499559f374d8b39a37d2764bf4,5.58
0x114d07667aa206b747e981a53fe1362663ae56bf,5.57
0x3c26828e023ce36a99b7bec07dac51b885504024,5.57
0x5d7d2ea3443c85ce1ab4b641ca96ae48db566b46,5.57
0x9dc6661fd5ef84ab443530b101f984722d87c110,5.57
0xb066dae443f8edf6fb5ff7c83ca289fb93176a9b,5.57
0xe344897080e06eca872e72a7f3212e76562daaa5,5.57
0x24d440391987b5f83fa99931c24d03c4d1a460ed,5.56
0x0c256bec86b97a3d622f226609cd91ef8cab3523,5.55
0x14703fa12c491851e55096a7200a352dc12b1476,5.55
0x2dfa7cb12608db681ea1c6f423765cba4336917f,5.55
0x3741751089444535c2dfeb743dc7102c1663aefb,5.55
0x34853f57cecb6f7859446d6ce5e43a78471b2905,5.54
0x5853ed4f26a3fcea565b3fbc698bb19cdf6deb85,5.54
0xcaee76c90b2cf9df98dedb12d4a3dd98646b77b0,5.54
0xfa5944168b27ac8c3723a526255f497e62684ebd,5.54
0x32e4afb6eb1f798bccff29e44b5420121614f9bd,5.53
0x3a0b8c3681990325bf341cfaae6360ec9b583b59,5.53
0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,5.53
0xa90e6def4352206303cf5c4266af0d8b62608218,5.53
0xd6915c39fd89ecf1ceaeaebc189bf37446a2da35,5.53
0xd791876df15768fd7fdb4641c8a60133b318eaaf,5.53
0xe1ea228657eccc4da19d4066e4a02b6d4e04a0a8,5.52
0xfe417aa5f27f2a8146da8548ecb0647eb03f0e80,5.52
0x08ac92e202fff4b6e789a67b109d5bcd599b663d,5.51
0x205eb263a29c42c22c2d53e05cb2e45afa26e3a6,5.51
0x2a2f31048aa898bc95f6c9269534e837aa2e368b,5.51
0xb8b713e162c5a923e35430ad2e4279d19699285e,5.51
0xbde1b717fb431d840caac3683fe6a2153ab70fe4,5.51
0xd3a164c6d38e2dd10f99c81e49cfdd3a6dce8d6a,5.51
0xdeef67d3015f0063a86b579e6c0dbe2d96d8de01,5.51
0xf75c70655885ecb157f76e69103cbd1a053fd6e3,5.51
0x03cd56b0e1d76a1ca8d0d3e3bd99a07f203804ea,5.50
0x14d92832265eeafdef9e526356fefc90105966c3,5.50
0x4da10ca992b05fe1cea4396ac287fdfcc0cb8a25,5.50
0x5dea3e7476dbaf72b17ad7b407045e8ef0c13867,5.50
0xa1224e2ce6dc356a67bcea9494b84cff959a5bd1,5.50
0xe944b1e496d6fad51896739384c47fc991a874fe,5.50
0x627ade618d308dd42e62518903c64d01a2e2afb9,5.49
0xac32c99455cb52a70368885a67f233d9153a14a1,5.49
0x8a009dee7a2922fb304ec90ce38ce56b849242ce,5.48
0x955b32ef3c58d5cc5780d162efe0828931f0a317,5.48
0xc47456378bdba2b64517af199f07bbca45138760,5.48
0xde435513e88348ec1f9b015ab6b14a07625dba39,5.48
0x7f610b6b1306fda1c53db908568ff3414fd14e3c,5.46
0x8a61ad22ccc95ae190ad939f21139eb75dbba6cc,5.46
0x8a7a50cd590fa00e4220f41a5ccb46c3de0166d1,5.46
0x25e1e1a118d964662271bb09f487c91ee7316a7e,5.45
0x7b4246df8c8f43e362cbe8776eacbcb7a814706b,5.45
0xb50ee517ceb0dddcc4c2e116b1ec407b84fb5142,5.45
0xbc2ee2f612cc83dccfe78276161cbdbbed3ea09b,5.45
0xe47fe98fa3316a9637b1391547f3f52b79fddda5,5.45
0x04f9ab6c7582e71316801c2033cb89a81c00aac3,5.44
0xcacb66bc52dfb062aea66f52aaead401cfe6a2dc,5.44
0xec9ef7150b0b1669ec7d4b372aea9f2cf9d2bf10,5.44
0x0170a3452cb17b4de64ff10a80a3a049451ba8fb,5.43
0x3302a9d69b0949b28d5c9d6a2e9102a804a176ca,5.43
0xdf041f904ff4c85ede54359929dd016b15de09c7,5.43
0xfbbe3bb7b863bd41a674cd0b7c9ccd2672ce2152,5.43
0x2edb85a68dba8ebbb0ca76e07a55a4f449e17a05,5.42
0x37028b476cfa94e370ec358f126378e070af8dcf,5.42
0x3d26c51b33f4b1e288b25eb9982d3556a8769c19,5.42
0x04808f6596de5f07cb7d90651bb4fcbfa0b7173f,5.41
0x89df1af8600af226df87d01ce4eee7e5c0cc1642,5.41
0xf832aa9550ab81b9114bc5197a50572c3d43ca94,5.41
0xfc3f8d132d6bf71b9472d704fd9d5a8a1029ecf6,5.41
0x4a9e14f38d7a224b6bb4eabf23b07caf263c3bc6,5.40
0xa7b6e2338793793116d9e1f688c6350642cedd20,5.40
0x0594167e25713ff5bd6dbaf09ad583912e977208,5.39
0x29a1a44c4504448fff3b361320b342a298ee323c,5.39
0x402775f7f1dbe266193efadf46ef7c562ba2ca9c,5.39
0xe099d39b893f81cacab91436549d22ef8171d4e0,5.39
0xf9c7742e65aebe9f7641115e6019d860a6c9eaf3,5.39
0x00d240ed7de76a7ca70895dbbd9c1eba890e052c,5.38
0x84e586469e9a8df8ecce166dc4a0c0dfdb6c32f9,5.38
0x9fc7eeacd27d38a436462bb43ad97e49106820d7,5.38
0x2675590a955e6ac48e7b7e08bbf0852144d479e1,5.37
0x5daf465a9ccf64deb146eeae9e7bd40d6761c986,5.37
0x6d26f4a4eb3b4c6cdb48837f0cd67298cdbe6e5f,5.37
0xdfb946a5f13bf4ad79f213b677c550c326ba161c,5.37
0xebdb626c95a25f4e304336b1adcad0521a1bdca1,5.37
0xfb6afbbf340a7bacb3715fd30ab6c34077864dbe,5.37
0x464595a6e8a9b78b99120016d6775718f40da7ad,5.36
0x8e5dcfc5c528921dddfbfafe13484321b614a2bf,5.36
0x13e9af83dbcfffbbaf0ef5743815febbef458baa,5.35
0xaba97f9e85c67d9861f9618bd759d732d30a7441,5.35
0xc14d388aa739ad4dcb2dc5b4d0cc20090c2b4be3,5.35
0x23e185a54932a52b13728cfe72dbc6f3b6de45f8,5.34
0x3cfecad11f3de1c2d67ec6fdf7fecdc38676f2c7,5.34
0x593a3e6d37576ad04967ef5c9c4213f2d17b7334,5.34
0x5e24cb78275edd24a8930e09a01dddf1c2ce9a27,5.34
0x0639a9fd1bdaabbff8b32d243dacb9b5e96e4863,5.33
0x1b1e02fa60348c44b2ea79271813343607792b63,5.33
0x3e4539e27c38b617035fdbe2553c9cacb884b490,5.33
0x869aaf59927087b4d19be365e018b88bd4e3d956,5.33
0x8f63daadefd452aa4552d7d0c8fa3ef8683f16ac,5.33
0xd3a1e96ae2db42e8e951e8fe4361e13aade1d2ec,5.33
0x42f7c5275ac4372156027d939843c9c42523df2e,5.32
0x5523bf1ad303076e36c79e6b9542738e3060d91a,5.32
0xccb4a2d1bc39cb08e4ac53e857b8343a4cc1b76a,5.32
0x191e6b6cdf44a26413c19baed246b851d9eb218d,5.31
0x510b301e8e4828e54ca5e5f466d8f31e5ce83ebe,5.31
0x548d405c78b4e1a8454380f8c4df5a4715046588,5.31
0x8258f036b2ef233e474cb96b9b91725e2e3036d7,5.31
0x8c038e17a9f7dbac3eaa05432e8ea84a440b9e3e,5.31
0x8664349ca25ce93328f6a4fcc3b5fda64864bd61,5.30
0x02729e4a612380b54b1a61dfff008fb72a8ba2fb,5.29
0x5cecaa42888c0b73806b373397397116be0d4c4e,5.29
0x9541e201e2bd39deeb8d1721ee9804e2124dd515,5.29
0xa4d506434445bb7303ea34a07bc38484cdc64a95,5.29
0xa7a2a06fc79a31bfea2d3b2a7c69c411d30d3e96,5.29
0xe48afc2a60f2fa9197dec90829de07ec1ce5e631,5.29
0xf560cc120e9a52a61926579e2bc82c9a22cc8809,5.29
0x04610cb42fbe98dfd147cc30b3c6e6cb90ae9815,5.28
0x0f04060c37e8d2308994ccd45041203a70c44c1c,5.28
0x10b5fab711323e1d244956952c53ef9b781eaf79,5.28
0x42026fc9db36c35e1ffd4900029ad49a4c5e94d1,5.28
0x5a8bf197ae52140bba9ca846a87524c5b3e64899,5.28
0x9f72cc7071e7a7deebb0a82143af89e07aa039c6,5.28
0xae4ec0ecc7b2caba2eab624ddde41add15989c8a,5.28
0xc2455a5154d92193afffc722a69a9d89de39dfb4,5.28
0xe5faee1719c058ff3452ad875c78b17a22881266,5.28
0x1c5459adf0ccc45c0093d4a697a34c9a2b7df264,5.27
0x36f999e8970659e6d862feb781b512fd9fbbbdff,5.27
0x77e64560bd6c323c075f206a5ab9dd6850f31609,5.27
0xd2884673186a338fd1b41b6a48ea53de1d1e84f7,5.27
0xecf36cd65d9a1c270be3dca63771d96edd44a7b7,5.27
0xf3fac7efc5464284e7b471f2e45ed8aa9c868a15,5.27
0x42adb1b576bf8e6cd94ffcd79970cf28637896a2,5.26
0x96e9a61473d12a7926b2744d99ecf77fbc592cfa,5.26
0xe3dfed86463d544b46aa691fec3a3d7f842e390a,5.26
0x13d89828e06f1d17deb51d514181ab5cbed957ec,5.25
0x19f3c15a56c009205cc9c8f0b1a237029a7562cc,5.25
0x1c51863ec5740c74d4705302a4a5ed43493ed019,5.25
0x27685aafcb6f84bd52e33344961cd0523a5b892f,5.25
0x9c01fb38b6870c5ac17a5dc9e41a8937a23d94c4,5.25
0x2067bed542762d26e2755ce7d8776728f3429f48,5.24
0x51a7ac913d75d4423223ee28bf954d3306a7b011,5.24
0x6a9d63cbb02b6a7d5d09ce11d0a4b981bb1a221d,5.24
0x823fa88f4c53b000d87cb9d1f372df010278c067,5.24
0xab63d6355c54092182a77a3826c3303208993a2c,5.24
0xc018c85a9fcdf831a44ccde5e1bc10ca6cc01410,5.24
0xfda71bbbb968627c447b9036cddbbb96c6578db3,5.24
0x976662c8a134096570fc8edcdcc85b6f6377e422,5.23
0xdc292204e5082c13589c1653a3f609c67b0317f6,5.23
0x0fe75c56ed1b1f73ec09b094dc68fcb74e0119da,5.22
0x54720d25155f005c8f92f39144a3ff4a29ba71a8,5.22
0x743b0694ea497b19968f5dc77551a9bded71e88c,5.22
0x7592f35e414efc15dd5666563399aef7dc43de7e,5.22
0x88d3522d2098fde7963d4fb081e29a7bcd86b767,5.22
0xd1b030c70ab2fcac25a16c84b73fb650bb01c388,5.22
0xd77c9a442379667c92ceab5bb253a66715ee63ff,5.22
0xef06ee12a0295ad6f4951f25c971325d785747a4,5.22
0x12e95a92b85b2a29fa8e5c8387dd3df34ccc48b7,5.21
0x28d0677d19abfec3acc116159d87952a9d95743f,5.21
0x2ed061aced2e98f39c789fe0334ef609698e8f94,5.21
0xc9b562bd8d51085c7cd8462a4ed4ac3b9f899284,5.21
0xd1ef26b85aef06e41fd5023da37c0bfca223c1a4,5.21
0xed5c03db42822f00668921ba0e24a5ff58deb9e1,5.21
0x26e20bfb97d1ec8894efb9ec681ceeb9ce27a46b,5.20
0x3fbf06fc843bf7d260f1c3e728323ae1aceec616,5.20
0x401184b58a9e9dd78970f5918541735030a43179,5.20
0x41c439453adcbb2e45ab90e27c3d6c442714738d,5.20
0x4786860c5d8f70b52b03378a7386db07fac09da0,5.20
0x4b3d3fe114aab16f5caad86dfd96494b440c9c8e,5.20
0x6578ad5efcabd163c73b2085cee716d4c8458ae2,5.20
0x9138343bc523fb0181457180d9c2b47ba0bdb586,5.20
0xad977ecdf5e4aa2cd11af2747e9fce5dd9811ae4,5.20
0xade1aedff70a78ee7849aaef1a65ce9db02a9335,5.20
0xae4494e18f8390cbfb2c94a7e774161c1af2f865,5.20
0xb61cba581093d69a4f77edb619df0086dd5a9369,5.20
0xb85dbb5db42e4b6e8dd0075969232c1859d73b1f,5.20
0xc1d11f0988495d09a170b0eb03969c49afe42b80,5.20
0xc487ef18c042c931594829eb389eda545bffef6c,5.20
0xd906dad48eb9fa2892f204fa2dc0cdd9bf40c0df,5.20
0xe2161cf8dd336212b96cad9c6e8b47d5d4dd9f8d,5.20
0xe96e84c356aac619957316d4c4b8df87971e9810,5.20
0xee5dc6df5ea23b3b3607d0615bb7832830a2749e,5.20
0xfc9fdf72a75998523f8211165beb6902a5bc3ac6,5.20
0xfe59cac9fe9562ba6b685870b7bf351b460f56a7,5.20
0x19b193ce58f8b0f0d4bcca3e8e22aaac68a43c9c,5.19
0x1d1738f78dc7633073ed9e6e1e923019b7418087,5.19
0x243c70171dfa167978dfae31b276c4ddb74cc89f,5.19
0x3da8b8f1c6ed0c313d6b5463b680765a785c3616,5.19
0x515d374d4e9e8c2bb651a4fcf6f84b7bac3d51d0,5.19
0x51b876120c500027ed239a82c88b157aede0e5af,5.19
0x528f3e771a5d15ca265db606e29989da008ce6c3,5.19
0x5ac7263d3d828de1b8df2051299a1d1b47841629,5.19
0x6dfdca1107c5af4b92948625105e1e87ba9b21b4,5.19
0x779ed9b4ed820ead36991d966ac41490bb6508d5,5.19
0xa4156fe04ea770417529b1db315bad9dfb5ac424,5.19
0xb96192f0d31668ebf555fe9ae56f2e011b6670c3,5.19
0xd6e80657f18f6f8f1e4f2e32f4455c6aff38cb5d,5.19
0x3e42ab8db7698d2010a6688772df82f08f26000e,5.18
0xb2e35eb64cce92f627b042160d0f49020c9f86ca,5.18
0xde2d2c2f8e25fd87140cf9bc089819956139c341,5.18
0x04e25fafc942f209f3f4da6650d25d1494a4e7dd,5.17
0x30570812a0edbb523157db5a89b829eb875749a9,5.17
0x8a41127651c31227c65d6a25c294d8025437c1ac,5.17
0x8a8a7f12a370a0f09057f4ee872670db593712f8,5.17
0xa0cbda6da0f10198326a1c005f02d71cd659deeb,5.17
0xbb43e11cb0a341a1e686e778f4adb72ebdf2f512,5.17
0xf4d466391a7580b0eb9020df6f91e71bf066e207,5.17
0x140d0649b6d8302acef38c8d4a0b6f10bd38b565,5.16
0x8619a660251b6d780446d8e9e94bf82aacf16dbe,5.16
0xed114b1832fcd02b2118d4237470206e7c5dfaa6,5.16
0xab7957cc4dadaf60c1ebf85c95b59b6d85266068,5.15
0xd1a547a12fdba7e3be6d39eb2383b1f547c17364,5.15
0xe2fe1fb49e5f47df393d9a6d628b72ce9991c656,5.15
0x75e68d3b6acd23e79e395fa627ae5cae605c03d3,5.14
0xac6d6034f0cebc333a71ab4201a5a43683146ad3,5.14
0xcca617700b6ea45d662c1cd9d155187057b3963a,5.14
0xebd4f7811ae900e373aea4459e6ead8e604c1d6e,5.14
0xf3dd72ac3c9833574491861793e8ffe1f07c8905,5.14
0xdcfe09baf79c4d76a437edab35fd8da1e9c4a446,5.13
0x057c773a738cb6d71d87aca8e9d7c02e579e1f9d,5.12
0x2a041fb355df5c19213528781d7280024d4a1576,5.12
0x37d5babc4600417ab70fa1a2a5ea2039228d6046,5.12
0xd5bcadeb7e135c3858c1d475c24e0dc2b63aab00,5.12
0xf235cad4834e25bddcd8543eb1b5565aeaaa6e62,5.12
0x2adc58df6680ef6476d4ce843b1febb177d143f6,5.11
0x4998acaa652eac2dbb55084753df5a91f91068fa,5.11
0x584c7c9b0a8fb3f648c3912316a2c5e873cf39bb,5.11
0xb4865aa43a0f32ede7e2fcb5bcce1190da5de72e,5.11
0xf786af3d626cb98716ffb06cbf32c2a2ea78edd1,5.11
0x07b6ed45da7631fc923b337a417098121ad11f75,5.10
0x151a64570e4997739458455ba4ab5a535fd2e306,5.10
0x5da68ea803cf79fea30f5764f89176448fd00557,5.10
0x88be77f900a18e5ca8dcae52deddbeccfb151f12,5.10
0x99a2109e1ecffc839b8e7dab195762caa385a857,5.10
0xc56ba45e4ff3403667a9d5f30a506c5b84435599,5.10
0x16d33dc4c9685991c5bfb4785ee30ffe92f394e2,5.09
0x23aa3f9beb7495ab307aa9a3d2469743f5620ab2,5.09
0x398da1288d55ae173530f0e44faab273f1b810b6,5.09
0x513fab263f977a7ecd2888487d6ca645a8e424ae,5.09
0x5e1320935e16c392cb5411f8237552a4119441b1,5.09
0x79d84f9596a9c9b5561d9cc1817669a418d3651b,5.09
0xba5fbd3cb0580766c19b3807fc28996cd0edfb75,5.09
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,5.08
0x0d180ac28693990f40e57b8925c554f9a9277a2a,5.08
0x18826d4f582be8ba4d229e6f2100333f1cfeac3f,5.08
0x4ae1a3f78df394c815027cc7e3678dae68e51225,5.08
0x56b8be047a8eea30757c213d5449878303f4c922,5.08
0x60ab22e4490fdd3d21bcd7642865f4ec21113fa1,5.08
0x793e7d07e9fab7e3439dd8261db50ba1bfd47808,5.08
0xaab8dd9b5b6f154eb7b31c05e638f61f53b646a2,5.08
0xf92897b9a7ffcfe18bce4ca9ed31b45ad25c2808,5.08
0x41687adc5c935a3367b5efed1ab476312a2fd485,5.07
0x7ca4dbc75154245a85b3f8c80bebb49f29e4844e,5.07
0xaceefeaca7121fea137976f4d5f06e097eaf3461,5.07
0xd82609aee7500ce9066a6d2a6fbb9b7721c38721,5.07
0xe7e8de7033a288378f9d915d12ef630275d63e46,5.07
0x04a327cd1a253ecdbb5ff851c0b156c901405011,5.06
0x5d59cae3c5d8e3d85627a874731b04fa9988d759,5.06
0x7c1bbfada0e2353eeb6820c64731797f63a8e571,5.06
0xb9fd6392ae9d567a8b28b874e6238d5c3df50ad1,5.06
0x5a34d5230d87487a20086527acb6672950e917d9,5.05
0x00f7c69719119befee0a11c1cea7f0bda2ea5640,5.04
0x02094b7ae06170db08249d862b227b18c37adfdf,5.04
0x022ce4715b44ef6f0ead8561b29da676928d16f3,5.04
0x022d41d3071853f439b0d861a93ff9834b822d36,5.04
0x03e9381b9be56de10b853d6b7f208dee1ab9f740,5.04
0x04e67fed060d12e8ab391809aab60196e406be8a,5.04
0x05eca60780627904b12228b8fdf8beb52de04baa,5.04
0x062164d0c571002b9b34a9a71ddaeeb0b6f93132,5.04
0x06f79714e4494c616714dc0fdf766996a726681f,5.04
0x08ccff06b09d0c17235ab9b0de1dbfeeceef2b5a,5.04
0x0b5b62a60acec5e5cceb1fe3fe86c8d8d1c760f7,5.04
0x0c2439f74b25f9b69edcbad88935cc8cc7fb2654,5.04
0x0dab5e1c8a6f77077daed7beea0903c72a8f989b,5.04
0x10e28beca706b1be2fc2f66b442e18a955e50d9d,5.04
0x10e4b646660dcf5f5d584a57c97353ad622d0e28,5.04
0x10f3d354e4ea2d115b03e71616e5eb5d057a6d16,5.04
0x1227146af974eefcfa12f2eff730b8db06eda7b2,5.04
0x145eb0c7f29e0d9481473623ef3c2182a58ede01,5.04
0x1536708b16407d53c53c5fa0585704774d47c835,5.04
0x17e31bf839acb700e0f584797574a2c1fde46d0b,5.04
0x19652cbfa0f57da130d5f629174bfebc287e8d65,5.04
0x19ebaa266aa322a120614128a9f3b193c60be6dc,5.04
0x1a4340bf9fb03c49bfd68f823602c4c2a4b241db,5.04
0x1b9c8397544ac5175598137b4bd4a7990c5581f3,5.04
0x1db5fb7005412b6e593a9b28afec4c7430b1e812,5.04
0x1e74746756544eb4307f0529940f41bfb069a1a1,5.04
0x1ec1ca0911492ba7f491d88cbe476d54307196c8,5.04
0x1eccd61c9fa53a8d2e823a26cd72a7efd7d0e92e,5.04
0x1ed51349c44f6bebd000b180a2c7e972934b59ea,5.04
0x1ff371c63d52a9017d7df312559a740f1c397534,5.04
0x216895bc5f57c0289543c0ca8709ca38e17d07e5,5.04
0x21fb3ab7fd66602a8fb95490523ec74246efb993,5.04
0x225f6047ca1761c787b7611e160d3b3d71c8b099,5.04
0x22a1789dd5ee19151356a05cd715d73081d833f8,5.04
0x24198af68eb5f276fc0406d2e07ae09210bdcbb6,5.04
0x246309fdb8543a41aab0961c127623b9cdd90c29,5.04
0x259478c08bdf4224a87f9420951d20df731131cf,5.04
0x2986e4c5f74d28e0961771650ad4831da33ae17b,5.04
0x2c79d44dbca3939f6459c80b4ba8d70bed883be2,5.04
0x3034116fc559d77e1cc21c2f244c5c201accddf0,5.04
0x31f2635ffa411e9b651366ff686a4ad6006a9017,5.04
0x32373645359c9ccf1bd2d63afd153ff65d41a404,5.04
0x327a001fc673fa8a384c2ec024cdb395671927ea,5.04
0x331a10290e17586291799c0940a40b6b6133db8a,5.04
0x341073978f8865053782ed68db72ad8e920b359e,5.04
0x34187eb5531371f5bf716ee0854472fd44805b00,5.04
0x34e31ddb2e1a2e06d8d75f5ea109ce001fc969b5,5.04
0x35a129234d48959514ded8f8a6446f7f78db8f7e,5.04
0x35fa4e59ecf0736aaa9a241115513528cf17a684,5.04
0x366e99753e62d9beab40537cc9b2becdbd9105c0,5.04
0x37c104848f13f0b3b48baf0c369dad7f93f2a4a2,5.04
0x38bfb4a69212a89324ec30d594331e2bfec155f0,5.04
0x38cf2669667b75b9fc2e58c1b9bbd4b342f60935,5.04
0x390037efca3418010359759a703cff478a50340c,5.04
0x39d0bf42c3bcaacadaf5b400b9732996a6a237dd,5.04
0x3a96102538463223b6a88b1af3be64ba5ec155ff,5.04
0x3c53a849e0e550c51215b88d9b2c130251226750,5.04
0x3cf03a1a6b9552b3fabf3c8b54ee0e713c496694,5.04
0x3ef14164f1271ea53159d2e7f80128fcdbf44a13,5.04
0x421c017dbe8cb7a6648ff13e609948f14ac57ab0,5.04
0x43c0f230697eb8cfe7df5e3b25573c60b4d053e6,5.04
0x43e96735a08f4929a2db1d981656a9e033c1243a,5.04
0x43fe5b2079036116adc0b5f0aaec1cebc1a1fa08,5.04
0x444e34533102ff089e3511eb179219f6adce6fdf,5.04
0x44a3ccddccae339d05200a8f4347f83a58847e52,5.04
0x461c6486f7e1c26d2445d3eaf0fe79d38c207d3e,5.04
0x474a79797624ccff43c912a98aad2964a4773ce5,5.04
0x48dbb9b7b562acf3c38e53deaff4686e24c3d85d,5.04
0x4b2df299ea57a62d383d7d6784a27848f260288d,5.04
0x4b684b7905b2da4d1e074b64a7208fe0fb655319,5.04
0x4c022e0ca582531f13d5cebee95dffaefa0272f4,5.04
0x4cb0c21d9080ea0d47942646799becac015c423c,5.04
0x4ce88282b5a0a0af7d65e2534bca49b55d74634d,5.04
0x4d828d6f643308cbf16ba7a67a676a2c2938acb2,5.04
0x516fa92e3a99e354bd3789644f299964cb98dafd,5.04
0x517e5ac1bc5787384407cc4d4f501bee03f511db,5.04
0x51a528da1083ba23943ba2092ee2a278c8715779,5.04
0x51d6ae87e2f5fe6088f949d68484b3c1fe748212,5.04
0x525087f76e899acc5317d5d2c338cb3743196fab,5.04
0x543c9ad702eeddd2820cbc4b2bf331109cc76b24,5.04
0x5445304ded4f0e4bca537e2bdb8bfba6a48472d3,5.04
0x5451d62f16d490572253e0666ebbb6a045eaf2d1,5.04
0x54dbe2c25d34a7792249a4e515ed9eef7e205559,5.04
0x550eef857e3453ea5045ecc1749762d842ea72b0,5.04
0x557b16fc9b63ed5fd9ccf41ee89f13c00d1315a6,5.04
0x56fafe65cd817531cd76e2524d57afb61bef0414,5.04
0x58a049263e0754cb51a63248c34ffe07e8434899,5.04
0x5a401c7bf9f5196e17e376a4f524994d77e33f8e,5.04
